"""Berufstätig insgesamt"",""Davon Arbeiter"",""Davon Angestellter"",""Davon Beamter"",""Davon Selbständiger"",""Nicht berufstätig"",""Berufstätig insgesamt"",""Davon Arbeiterin"",""Davon Angestellte"",""Davon Beamtin"",""Davon Selbständige"",""Nicht berufstätig"""
"""294113"",""110935"",""120716"",""11972"",""50490"",""202304"",""286158"",""76446"",""173645"",""7752"",""28315"",""258337"""
